adminID;DB_operator_code;DB_operator_name;DB_subnet_name;custom_short_name;custom_long_name;comment
gfn012;DPN;Nahreisezug;;RBO;Regionalbus Ostbayern GmbH;41 Regensburg - Schwandorf,
gfn015;DPN;Nahreisezug;;;;
gfn020;DPN;Nahreisezug;;;;
ghuBus;DPN;Nahreisezug;;;;
grhBus;DPN;Nahreisezug;;;;
GY;GA;Go-Ahead Bayern GmbH;;;;
GYRB;RB;Go-Ahead Bayern GmbH;Arverio Bayern (RB);;;
GYRE;RE;Go-Ahead Bayern GmbH;Arverio Bayern (RE);;;
H4;RT;RegioTram;;;;
H6;HzL;Hohenzollerische Landesbahn (SWEG);;;;
H7;HzL;Hohenzollerische Landesbahn (SWEG);;;;
hggBus;DPN;Nahreisezug;;;;
HL;HSB;Harzer Schmalspurbahn;;;;
hnv030;DPN;Nahreisezug;;;;
hnv031;DPN;Nahreisezug;;;;
hnv034;DPN;Nahreisezug;;;;
hnv050;DPN;Nahreisezug;;;;
hof004;DPN;Nahreisezug;;HofBus;HofBus GmbH;
hvv001;DPN;Nahreisezug;;;;
hvvDAH;DPN;Nahreisezug;;;;
hvvHAD;DPN;Nahreisezug;;;;
hvvHHA;DPN;Nahreisezug;;;;
hvvHOX;DPN;Nahreisezug;;;;
hvvKVI;DPN;Nahreisezug;;;;
hvvLIZ;DPN;Nahreisezug;;;;
hvvRAO;DPN;Nahreisezug;;;;
hvvRMV;DPN;Nahreisezug;;;;
hvvVHH;DPN;Nahreisezug;;;;
hvvVLP;DPN;Nahreisezug;;;;
invBus;DPN;Nahreisezug;;;;
K4;HLB;HLB Hessenbahn GmbH;;;;
K4RB;HLB;HLB Hessenbahn GmbH;Hessische Landesbahn (RB);;;
K4RE;HLB;HLB Hessenbahn GmbH;Hessische Landesbahn (RE);Hessische Landesbahn;Hessische Landesbahn GmbH;RE34,
K6;AVG;Albtal-Verkehrs-Gesellschaft mbH;;;;
KD;KD;Köln-Düsseldorfer Deutsche Rheinschifffahrt GmbH;;;;
kis001;DPN;Nahreisezug;;;;
kolbus;DPN;Nahreisezug;;;;
kraBus;DPN;Nahreisezug;;;;
krgBus;DPN;Nahreisezug;;;;
kulBus;DPN;Nahreisezug;;;;
kvg001;DPN;Nahreisezug;;;;
kvv002;DPN;Nahreisezug;;;;
kvv003;DPN;Nahreisezug;;;;
kvv004;DPN;Nahreisezug;;;;
kvv006;DPN;Nahreisezug;;;;
kvv010;DPN;Nahreisezug;;;;
kvv011;DPN;Nahreisezug;;;;
kvv012;DPN;Nahreisezug;;;;
kvv015;DPN;Nahreisezug;;;;
kvv017;DPN;Nahreisezug;;;;
kvv021;DPN;Nahreisezug;;;;
kvv023;DPN;Nahreisezug;;;;
kvv024;DPN;Nahreisezug;;;;
kvv025;DPN;Nahreisezug;;;;
kvv027;DPN;Nahreisezug;;;;
kvv028;DPN;Nahreisezug;;;;
kvv030;DPN;Nahreisezug;;;;
kvv041;DPN;Nahreisezug;;;;
kvv22E;DPN;Nahreisezug;;;;
kvvFEX;DPN;Nahreisezug;;;;
L7;SBB;SBB GmbH;;;;S62,
L701;SBB;SBB GmbH;;;;S6,
L721;SBB;SBB GmbH;;;;S6,
L8;BRB;Bayerische Regiobahn;;;;
lamBus;DPN;Nahreisezug;;;;
lanGEV;DPN;Nahreisezug;;;;
LD;TL;trilex ;;;;
LDTLX;TLX;trilex-express - Die Länderbahn GmbH DLB;;;;
lklGEV;DPN;Nahreisezug;;;;Landshut: 301, 318 (Weingartner Reisen e.K.), 307 (Omnibusse Richard Petz GmbH)
M1;P;Museumsbahn;;;;
M2;S;REGIOBAHN;REGIOBAHN;;;Bus RE47X,
M2RE;R;REGIOBAHN;;;;
M4;VSE;Verein Sächsischer Eisenbahnfreunde;;;;
M8;BRB;Bayerische Regiobahn;Bayerische Regiobahn;;;
M9;MSB;Mainschleifenbahn;;;;
marmar;DPN;Nahreisezug;;;;
marovf;DPN;Nahreisezug;;;;
marrbk;DPN;Nahreisezug;;;;
mvgb10;DPN;Nahreisezug;;;;
mvgb14;DPN;Nahreisezug;;;;
mvgb15;DPN;Nahreisezug;;;;
mvgb16;DPN;Nahreisezug;;;;
mvv099;DPN;Nahreisezug;;;;
mvvEBU;DPN;Nahreisezug;;;;Bus LH-Ex
mvvRBU;DPN;Nahreisezug;;;;259, 265, X731, 818,
mvvRFB;DPN;Nahreisezug;;;;
MW;MBB;Mecklenburgische Bäderbahn Molli;;;;
mzbBUS;DPN;Nahreisezug;;;;
N0;neg;Norddeutsche Eisenbahn Gesellschaft;;;;
N1;NWB;NordWestBahn;;;;
N2;NWB;NordWestBahn;;;;
N4;RB;cantus Verkehrsgesellschaft;;;;
N4RE;RE;cantus Verkehrsgesellschaft;;;;
N6;SWE;Südwestdeutsche Landesverkehrs-GmbH;;;;
N8;P;BayernBahn GmbH;;;;
nas001;DPN;Nahreisezug;;;;
nas003;DPN;Nahreisezug;;;;
nasBLK;DPN;Nahreisezug;;;;
nasBOE;DPN;Nahreisezug;;;;
nasDVG;DPN;Nahreisezug;;;;
nasFWL;DPN;Nahreisezug;;;;
nasHAB;DPN;Nahreisezug;;;;
nasHAT;DPN;Nahreisezug;;;;
nasHVB;DPN;Nahreisezug;;;;
nasHVG;DPN;Nahreisezug;;;;
nasKSB;DPN;Nahreisezug;;;;
nasLVB;DPN;Nahreisezug;;;;
nasLVT;DPN;Nahreisezug;;;;
nasMBB;DPN;Nahreisezug;;;;
nasMBT;DPN;Nahreisezug;;;;
nasMQ;DPN;Nahreisezug;;;;
nasNJL;DPN;Nahreisezug;;;;
nasNTB;DPN;Nahreisezug;;;;
nasOBS;DPN;Nahreisezug;;;;
nasOVH;DPN;Nahreisezug;;;;
nasRBM;DPN;Nahreisezug;;;;
nasRL;DPN;Nahreisezug;;;;
nasSAW;DPN;Nahreisezug;;;;
nasSDL;DPN;Nahreisezug;;;;
nasTHU;DPN;Nahreisezug;;;;
nasVET;DPN;Nahreisezug;;;;
nasVGS;DPN;Nahreisezug;;;;
nasZel;DPN;Nahreisezug;;;;
NB;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB12;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB25;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB26;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB27;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB35;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB36;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB54;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB60;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB61;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB62;RB;NEB Niederbarnimer Eisenbahn;;;;
NBRB63;RB;NEB Niederbarnimer Eisenbahn;;;;
nvpBUS;DPN;Nahreisezug;;;;
NWBus;NWB;NordWestBahn;;;;
NX;NX;National Express;NX Rail (National Express Rail);;;
NXRB;RB;National Express;NX Rail (RB)   (National Express Rail);;;RB48
NXRE;RE;National Express;NX Rail (RE)   (National Express Rail);;;RE1, RE4, RE5, RE7,
NY;MSM;MSM Partyzug;;;;
NYUEX;UEX;Urlaubs-Express;;;;
NZ;RE;DB Fernverkehr AG;;;;Nahverkehrsfreigaben von DB FV (z. B. IC Borkum, RE34,) + Ersatzzugnummern von DB FV
O0;NBE;Nordbahn Eisenbahngesellschaft;;;;
O7;ÖBA;Öchsle-Bahn-Betriebsgesellschaft mbH;;;;
O9;OPB;oberpfalzbahn - Die Länderbahn GmbH DLB;oberpfalzbahn - Die Länderbahn GmbH DLB;;;RB23,RB27,
O9X;OPX;oberpfalz-express - Die Länderbahn GmbH DLB;;;;
OD;SOE;Sächsisch-Oberlausitzer Eisenbahngesellschaft;;;;
omp001;DPN;Nahreisezug;;;;
omp003;DPN;Nahreisezug;;;;
omp007;DPN;Nahreisezug;;;;
omp014;DPN;Nahreisezug;;;;
omp022;DPN;Nahreisezug;;;;
omp024;DPN;Nahreisezug;;;;
omp033;DPN;Nahreisezug;;;;
omp035;DPN;Nahreisezug;;;;
omp043;DPN;Nahreisezug;;;;
omp047;DPN;Nahreisezug;;Osterrieder;Omnibusunternehmen C. Osterrieder;
omp048;DPN;Nahreisezug;;;;
omp050;DPN;Nahreisezug;;;;
omp051;DPN;Nahreisezug;;;;
omp052;DPN;Nahreisezug;;;;
omp053;DPN;Nahreisezug;;;;
omp054;DPN;Nahreisezug;;;;
omp055;DPN;Nahreisezug;;;;810, 810A,
omp056;DPN;Nahreisezug;;;;
omp057;DPN;Nahreisezug;;;;
omp058;DPN;Nahreisezug;;;;
omp059;DPN;Nahreisezug;;;;
omp062;DPN;Nahreisezug;;;Verkehrsgesellschaft Kirchweihtal GmbH;17,
omp063;DPN;Nahreisezug;;;Brandner Unterallgäu KG;964,
omp065;DPN;Nahreisezug;;;;
omp066;DPN;Nahreisezug;;;;
omp067;DPN;Nahreisezug;;;BBS Stadtbus KG;1, 2, 5,
omp069;DPN;Nahreisezug;;;;
omp070;DPN;Nahreisezug;;;;
omp071;DPN;Nahreisezug;;;;
omp072;DPN;Nahreisezug;;;;
omp073;DPN;Nahreisezug;;;Engeler Reisen e.K.;
omp074;DPN;Nahreisezug;;;;
omp075;DPN;Nahreisezug;;;;
omp077;DPN;Nahreisezug;;;;
omp079;DPN;Nahreisezug;;;;
omp085;DPN;Nahreisezug;;;;
omp086;DPN;Nahreisezug;;;;
omp088;DPN;Nahreisezug;;;;
omp092;DPN;Nahreisezug;;;;
omp093;DPN;Nahreisezug;;;;
omp094;DPN;Nahreisezug;;;;
omp095;DPN;Nahreisezug;;;;
omp096;DPN;Nahreisezug;;;;Bus 910, Flexibus KG c/o Verkehrsunternehmen RBA Regionalbus Augsburg GmbH
omp098;DPN;Nahreisezug;;;;
omp099;DPN;Nahreisezug;;;;
omsBus;DPN;Nahreisezug;;;;
ova002;DPN;Nahreisezug;;;;
ova035;DPN;Nahreisezug;;;;
ovaOVA;DPN;Nahreisezug;;;;
ovfBAY:DPN;Nahreisezug;;RBO;Regionalbus Ostbayern GmbH;Bus 6148 Passau (Verbundtarif Donau/Wald)
ovfOVF;DPN;Nahreisezug;;OVF;Omnibusverkehr Franken GmbH;VGN 369 (eigentlich Heserbus?),1338,RUF 1339,1367,
OWBus;OE;Ostdeutsche Eisenbahn GmbH;;;;
owl020;DPN;Nahreisezug;;;;
owl021;DPN;Nahreisezug;;;;
owl022;DPN;Nahreisezug;;;;
owl023;DPN;Nahreisezug;;;;
owl024;DPN;Nahreisezug;;;;
owl025;DPN;Nahreisezug;;;;
owl026;DPN;Nahreisezug;;;;
owl027;DPN;Nahreisezug;;;;
owl028;DPN;Nahreisezug;;;;
owl029;DPN;Nahreisezug;;;;
owl031;STB;moBiel GmbH;;;;
owl032;DPN;Nahreisezug;;;;
owl038;DPN;Nahreisezug;;;;
owl039;DPN;Nahreisezug;;;;
owl040;DPN;Nahreisezug;;;;
owl041;DPN;Nahreisezug;;;;
owl042;DPN;Nahreisezug;;;;
owl043;DPN;Nahreisezug;;;;
owl044;DPN;Nahreisezug;;;;
owl045;DPN;Nahreisezug;;;;
owl049;DPN;Nahreisezug;;;;
owl050;DPN;Nahreisezug;;;;
owl051;DPN;Nahreisezug;;;;
owl052;DPN;Nahreisezug;;;;
owl053;DPN;Nahreisezug;;;;
owl054;DPN;Nahreisezug;;;;
owl059;DPN;Nahreisezug;;;;
OWRB;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB13;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB14;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB15;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB19;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB33;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB46;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB51;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB64;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRB65;RB;Ostdeutsche Eisenbahn GmbH;;;;
OWRE;RE;Ostdeutsche Eisenbahn GmbH;;;;
OWRE2;RE;Ostdeutsche Eisenbahn GmbH;;;;
OWRE4;RE;Ostdeutsche Eisenbahn GmbH;;;;
pafBus;DPN;Nahreisezug;;;;
PB;RB;Hanseatische Eisenbahn GmbH;;;;
pbaATT;DPN;Nahreisezug;;;;
pbaitr;DPN;Nahreisezug;;;;
pbaKB;ÖPO;ÖBB-Postbus;;;;
pbaVVT;DPN;Nahreisezug;;;;
pbaW3;DPN;Nahreisezug;;;;
pbaWR;ÖPO;ÖBB-Postbus;;;;
pfaBus;DPN;Nahreisezug;;;Alois Pfeffer e.K.;Bus 200 Passau
prg091;DPN;Nahreisezug;;;;
R0;ENO;enno;;;;
R1;ME;metronom;;;;
R2;ERB;eurobahn;;;;
R2RB;RB;eurobahn;eurobahn (RB);;;RB59,
R2RE;RE;eurobahn;eurobahn (RE);;;RE3,RE13,
R4;VIA;VIAS Rail GmbH;;;;
R4NRN;VIA;VIAS Rail GmbH;VIAS Rail GmbH (NRN);;;Niederrhein-Netz (RE19,)
R4RB35;VIA;VIAS Rail GmbH;;;;
R4RH;VIA;VIAS GmbH;VIAS GmbH;;;RB10,
R4S7;VIA;VIAS Rail GmbH;;;;
R4WEST;VIA;VIAS Rail GmbH;VIAS Rail GmbH West;VIAS;VIAS GmbH;
R7;HzL;Hohenzollerische Landesbahn (SWEG);;;;
rabRAB;RAB;Regionalverkehr Alb-Bodensee;;;;
rbgAST;SBG;Südbadenbus;;;;
rbgBBO;DPN;Nahreisezug;;;;
rbgBER;DPN;Nahreisezug;;;;
rbgBRN;BRN;Busverkehr Rhein-Neckar;;;;
rbgBVH;DPN;Nahreisezug;;;;
rbgFAB;DPN;Nahreisezug;;;;
rbgFMO;FMO;Friedrich Müller Omnibusunternehmen GmbH;;;;
rbgHMO;DPN;Nahreisezug;;;;
rbgKNU;DPN;Nahreisezug;;;;
rbgOVZ;DPN;Nahreisezug;;;;
rbgRBG;DPN;Nahreisezug;;;;
rbgRBS;RBS;Regiobus Stuttgart;;;;
rbgRVS;RVS;Südwestbus;;;;
rbgRVs;RVS;Südwestbus;;;;
rbgSBG;SBG;Südbadenbus;;;;
rbgWMR;DPN;Nahreisezug;;;;
rboMB;DPN;Nahreisezug;;RBO;Regionalbus Ostbayern GmbH;Alle Niederlassungen
rbpORN;ORN;ORN Omnibusverkehr Rhein-Nahe GmbH (Rhein-Nahe-Bus);;;;
rbpRMA;DB;Rhein-Mosel-Bus Ahrweiler;Rhein-Mosel-Bus Ahrweiler;;;
rbpRMB;DB;RMB Rhein-Mosel-Bus;;;DB Regio Bus Rhein-Mosel GmbH;1,11,515,670 (eigentlich  DB Regio Bus Mitte GmbH),
rbpRPB;RPB;Rheinpfalzbus;;;;
rbpRU1;DPN;Nahreisezug;;;DB Regio Bus Rhein-Mosel GmbH;AST 853,AST 869,
rbpRU2;DPN;Nahreisezug;;;;
rbpSAA;DPN;Nahreisezug;;;;
rbpSWM;DB;DB Regio Bus Mitte;;;;
rbr002;DPN;Nahreisezug;;;;
rbr003;DPN;Nahreisezug;;;;
rbr004;DPN;Nahreisezug;;;;
rbrBOS;DPN;Nahreisezug;;;;
rbrOST;DPN;Nahreisezug;;;;
rbrSBE;DPN;Nahreisezug;;;;
rbrSEV;DPN;Nahreisezug;;;;
rbrSNB;DPN;Nahreisezug;;;;
RC;AZS;AUTOZUG Sylt;;;;
RD;VBG;vogtlandbahn - Die Länderbahn GmbH DLB;Vogtlandbahn - Die Länderbahn GmbH DLB;;;
rmbwug;DPN;Nahreisezug;;ROMBS;Rombs Touristik GmbH & CO.;
rmpREB;DPN;Nahreisezug;;;;
rmpRSG;DPN;Nahreisezug;;;;
rmpUBB;DPN;Nahreisezug;;;;
rmtEVA;DPN;Nahreisezug;;;;
rmtEWB;DPN;Nahreisezug;;;;
rmtFiS;DPN;Nahreisezug;;;;
rmtGVB;DPN;Nahreisezug;;;;
rmtIOV;DPN;Nahreisezug;;;;
rmtJES;DPN;Nahreisezug;;;;
rmtJNV;DPN;Nahreisezug;;;;
rmtKOM;DPN;Nahreisezug;;KomBus;KomBus GmbH;VGN 1566,
rmtLWW;DPN;Nahreisezug;;;;
rmtMBB;DPN;Nahreisezug;;;;
rmtMKI;DPN;Nahreisezug;;;;
rmtNDH;DPN;Nahreisezug;;;;
rmtOVG;DPN;Nahreisezug;;;;
rmtPVG;DPN;Nahreisezug;;;;
rmtRBM;DPN;Nahreisezug;;;;
rmtSal;DPN;Nahreisezug;;;;
rmtSNG;DPN;Nahreisezug;;;;
rmtSWG;DPN;Nahreisezug;;;;
rmtTWS;DPN;Nahreisezug;;;;
rmtVHO;DPN;Nahreisezug;;;;
rmtVLG;DPN;Nahreisezug;;;;
rmtVLO;DPN;Nahreisezug;;;;
rmtVUS;DPN;Nahreisezug;;;;
rmtVUW;DPN;Nahreisezug;;;;
rmtVWG;DPN;Nahreisezug;;;;
rmtVWO;DPN;Nahreisezug;;;;
rmtWER;DPN;Nahreisezug;;;;
rmtWGT;DPN;Nahreisezug;;;;
rmv001;DPN;Nahreisezug;;;;
rmv007;DPN;Nahreisezug;;;;
rmv019;DPN;Nahreisezug;;;;
rmv020;DPN;Nahreisezug;;;;
rmv031;DPN;Nahreisezug;;;;
rmv045;DPN;Nahreisezug;;;;
rmv053;DPN;Nahreisezug;;;;
rmv061;DPN;Nahreisezug;;;;
rmv087;DPN;Nahreisezug;;;;
rmv099;DPN;Nahreisezug;;;;
rmv106;DPN;Nahreisezug;;;;
rmv117;DPN;Nahreisezug;;;;
rmv156;DPN;Nahreisezug;;;;
rmv158;DPN;Nahreisezug;;;;
rmv162;DPN;Nahreisezug;;;;
rmv163;DPN;Nahreisezug;;;;
rmv165;DPN;Nahreisezug;;;;
rmv168;DPN;Nahreisezug;;;;
rmv196;DPN;Nahreisezug;;;;
rmv211;DPN;Nahreisezug;;;;
rmv218;DPN;Nahreisezug;;;;
rmv222;DPN;Nahreisezug;;;;
rmv223;DPN;Nahreisezug;;;;
rmv224;DPN;Nahreisezug;;;;
rmv234;DPN;Nahreisezug;;;;
rmv238;DPN;Nahreisezug;;;;
rmv242;DPN;Nahreisezug;;;;
rmv243;DPN;Nahreisezug;;;;
rmv251;DPN;Nahreisezug;;;;
rmv254;DPN;Nahreisezug;;;;
rmv255;DPN;Nahreisezug;;;;
rmv257;DPN;Nahreisezug;;;;
rmv258;DPN;Nahreisezug;;;;
rmv260;DPN;Nahreisezug;;;;
rmv264;DPN;Nahreisezug;;;;
rmv265;DPN;Nahreisezug;;;;
rmv269;DPN;Nahreisezug;;;;
rmv272;DPN;Nahreisezug;;;;
rmv275;DPN;Nahreisezug;;;;
rmv277;DPN;Nahreisezug;;;;
rmv278;DPN;Nahreisezug;;;;
rmv282;DPN;Nahreisezug;;;;
rmv283;DPN;Nahreisezug;;;;
rmv284;DPN;Nahreisezug;;;;
rmv289;DPN;Nahreisezug;;;;
rmv290;DPN;Nahreisezug;;;;
rmv293;DPN;Nahreisezug;;;;
rmv294;DPN;Nahreisezug;;;;
rmv295;DPN;Nahreisezug;;;;
rmv297;DPN;Nahreisezug;;;;
rmv301;DPN;Nahreisezug;;;;
rmv304;DPN;Nahreisezug;;;;
rmv305;DPN;Nahreisezug;;;;
rmv306;DPN;Nahreisezug;;;;
rmv307;DPN;Nahreisezug;;;;
rmv308;DPN;Nahreisezug;;;;
rmv309;DPN;Nahreisezug;;;;
rmv316;DPN;Nahreisezug;;;;
rmv317;DPN;Nahreisezug;;;;
rmv319;DPN;Nahreisezug;;;;
rmv322;DPN;Nahreisezug;;;;
rmv323;DPN;Nahreisezug;;;;
rmv333;DPN;Nahreisezug;;;;
rmv392;DPN;Nahreisezug;;;;
rmv394;DPN;Nahreisezug;;;;
rmv395;DPN;Nahreisezug;;;;
rmv396;DPN;Nahreisezug;;;;
rmv397;DPN;Nahreisezug;;;;
rmv398;DPN;Nahreisezug;;;;
rmv399;DPN;Nahreisezug;;;;
rmv400;DPN;Nahreisezug;;;;
rmv401;DPN;Nahreisezug;;;;
rmv403;DPN;Nahreisezug;;;;
rmv404;DPN;Nahreisezug;;;;
rmv405;DPN;Nahreisezug;;;;
rmv406;DPN;Nahreisezug;;;;
rmv408;DPN;Nahreisezug;;;;
rmv412;DPN;Nahreisezug;;;;
rmv413;DPN;Nahreisezug;;;;
rmvALV;DPN;Nahreisezug;;;;
rmvARG;DPN;Nahreisezug;;;;
rmvBBW;DPN;Nahreisezug;;;;
rmvBEC;DPN;Nahreisezug;;;;
rmvCBU;DPN;Nahreisezug;;;;
rmvDBR;DPN;Nahreisezug;;;;
rmvERL;DPN;Nahreisezug;;;;
rmvESE;DPN;Nahreisezug;;;;
rmvFBB;DPN;Nahreisezug;;;;
rmvFGR;DPN;Nahreisezug;;;;
rmvFRI;DPN;Nahreisezug;;;;
rmvFro;DPN;Nahreisezug;;;;
rmvFSB;DPN;Nahreisezug;;;;
rmvFUL;DPN;Nahreisezug;;;;
rmvGBG;DPN;Nahreisezug;;;;
rmvGIB;DPN;Nahreisezug;;;;
rmvHEB;DPN;Nahreisezug;;;;
rmvHGS;DPN;Nahreisezug;;;;
rmvHLB;DPN;Nahreisezug;;;;
rmvHTR;DPN;Nahreisezug;;;;
rmvJUN;DPN;Nahreisezug;;;;
rmvKAE;DPN;Nahreisezug;;;;
rmvKOF;DPN;Nahreisezug;;;;
rmvKRT;DPN;Nahreisezug;;;;
rmvLGG;DPN;Nahreisezug;;;;
rmvMUL;DPN;Nahreisezug;;;;
rmvNVG;DPN;Nahreisezug;;;;
rmvPoh;DPN;Nahreisezug;;;;
rmvRAC;DPN;Nahreisezug;;;;
rmvREV;DPN;Nahreisezug;;;;
rmvRIN;DPN;Nahreisezug;;;;
rmvRTO;DPN;Nahreisezug;;;;
rmvRTV;DPN;Nahreisezug;;;;
rmvSBB;DPN;Nahreisezug;;;;
rmvSBO;DPN;Nahreisezug;;;;
rmvSFB;DPN;Nahreisezug;;;;
rmvSIL;DPN;Nahreisezug;;;;
rmvSLM;DPN;Nahreisezug;;;;
rmvSWF;DPN;Nahreisezug;;;;
rmvSWK;DPN;Nahreisezug;;;;
rmvSWN;DPN;Nahreisezug;;;;
rmvSWR;DPN;Nahreisezug;;;;
rmvTRD;DPN;Nahreisezug;;;;
rmvVBB;DPN;Nahreisezug;;;;
rmvVES;DPN;Nahreisezug;;;;
rmvVIL;DPN;Nahreisezug;;;;
rmvVLD;DPN;Nahreisezug;;;;
rmvVUW;DPN;Nahreisezug;;;;
rmvWB;DPN;Nahreisezug;;;;
rmvWIN;DPN;Nahreisezug;;;;
rmvWIR;DPN;Nahreisezug;;;;
rmvWIS;DPN;Nahreisezug;;;;
rmvWZV;DPN;Nahreisezug;;;;
rohBus;DPN;Nahreisezug;;;;
RS;RE;Regionalverkehre Start Deutschland GmbH;;;;
RSNM;RB;Regionalverkehre Start Deutschland GmbH (Start Niedersachsen-Mitte);;;;
RSTN;STN;Regionalverkehre Start Deutschland GmbH (Start Taunus);Regionalverkehre Start Deutschland GmbH (Start Taunus);;;
RSUE;RE;Regionalverkehre Start Deutschland GmbH (Start Unterelbe);;;;
rvgRVG;DPN;Nahreisezug;;;;
rvoRVO;RVO;Regionalverkehr Oberbayern;Regionalverkehr Oberbayern;;;
rvvRVV;DPN;Nahreisezug;;;;
RW;PRE;Pressnitztalbahn;;;;
S0;DPN;Nahreisezug;;;;
S1;DPN;Nahreisezug;;;;
S3;SWB;Stadtwerke Bonn;Stadtwerke Bonn;SSB;Elektrische Bahnen der Stadt Bonn und des Rhein-Sieg-Kreises GmbH;66,67
S6;SWE;SWEG Südwestdeutsche Landesverkehrs-GmbH;SWEG Südwestdeutsche Landesverkehrs-GmbH;;;
S7;DPN;Nahreisezug;;;;
S9;ag;agilis;agilis (RE);;;RE22,
SAB;SAB;Schwäbische Alb-Bahn;Schwäbische Alb-Bahn;;;
SAD003;SAD;Vinschgaubahn;;;;
sadBUS;DPN;Nahreisezug;;;Schmid Faszinatour GmbH & Co. KG;Stadtverkehr Schwandorf + Überlandlinien 105,106,108,109,110
SB;RB;Süd-Thüringen-Bahn GmbH;;;;
sbpMU;DPN;Nahreisezug;;;;
sbpRW;DPN;Nahreisezug;;;;
sbpSK;DPN;Nahreisezug;;;;
SBSBUS;DPN;Nahreisezug;;;;
sbsbus;DPN;Nahreisezug;;;;
SBSIRE;IRE;SWEG Bahn Stuttgart GmbH;;;;
SBSMEX;MEX;DB Regio Stuttgart GmbH;DB Regio Stuttgart GmbH;;;
SBSRB;RB;DB Regio Stuttgart GmbH;DB Regio Stuttgart GmbH;;;
SBSRE;RE;DB Regio Stuttgart GmbH;DB Regio Stuttgart GmbH;;;
SBX;RE;Süd-Thüringen-Bahn GmbH;;;;
SD;DB;DB Regio AG Südost;;;;
smrBus;DPN;Nahreisezug;;;;
smrRfb;DPN;Nahreisezug;;;;
snp001;DPN;Nahreisezug;;;;
snp002;DPN;Nahreisezug;;;;
spaBus;DPN;Nahreisezug;;;;
srg001;DPN;Nahreisezug;;;;Bus 201 Passau 'Siegh' (Sieghart Bus GmbH, Busverkehr Nationalpark-Ilzer Land, Verbundtarif Donau/Wald)
srlBus;DPN;Nahreisezug;;;;
sswssw;DPN;Nahreisezug;;;;
sva006;DPN;Nahreisezug;;;;
svaBUS;DPN;Nahreisezug;;;;
svaSTR;DPN;Nahreisezug;;;;
svr001;DPN;Nahreisezug;;;;
SW;DPN;Nahreisezug;;;;
swg099;SWE;SWEG Südwestdeutsche Landesverkehrs-GmbH;;;;
swgSWB;DPN;Nahreisezug;;;;
swlbus;DPN;Nahreisezug;;STWLA;Stadtwerke Landshut;
swm001;DPN;Nahreisezug;;MVG;Münchner Verkehrsgesellschaft mbH;U-Bahn
swm002;DPN;Nahreisezug;;MVG;Münchner Verkehrsgesellschaft mbH;Straßenbahn
swm003;DPN;Nahreisezug;;MVG;Münchner Verkehrsgesellschaft mbH;Busse
swpVBP;DPN;Nahreisezug;;VBP;Verkehrsbetriebsgesellschaft Passau mbH;Stadtwerke Passau GmbH
swt_31;DPN;Nahreisezug;;;;
swt_32;DPN;Nahreisezug;;;;
swt_33;DPN;Nahreisezug;;;;
swt_35;DPN;Nahreisezug;;;;
swt_36;DPN;Nahreisezug;;;;
swt_37;DPN;Nahreisezug;;;;
swt_38;DPN;Nahreisezug;;;;
swt_39;DPN;Nahreisezug;;;;
swt001;DPN;Nahreisezug;;;;
swt007;DPN;Nahreisezug;;;;
swt009;DPN;Nahreisezug;;;;
swt014;DPN;Nahreisezug;;;;
swt021;DPN;Nahreisezug;;;;
swt022;DPN;Nahreisezug;;;;
swt023;DPN;Nahreisezug;;;;
